,Unnamed: 0,comment
6914,6914,Satpam Laker
6915,6915,"ihhh....kurang inimah obrolan nya,gila si aku dengerin mereka ngobrol betah banget,orang hebat semua ini.
om ded...tolong dong bikin sesi om boneng podcas,masih rindu pengen tau kisah dia selama ini bagai mana please"
6916,6916,Sumpah awet muda bang Boneng 🙏 👍👍
6917,6917,"Para lezend,"
6918,6918,"Ya Allah sampaikanlah salam ini untuknya, Om Taufik Savalas. Karena dia juga bagian dari warkop DKI"
6919,6919,"Sedih,terharu tp juga bahagia liat podcast kali ini mbah boneng masih sehat....terimakasih mbah boneng dan om indro telah mewarnai hidup kami dimasa kecil dulu....al fatihah untuk om kasino dan om dono."
6920,6920,Dirgahayu Kemerdekaan Republik Indonesia ke-78.
6921,6921,"Pak boneng terlalu sedikit jatah ngomngnya.padahal pen tau masa2 dia muda dan diajak warkop,pen tau jga cerita2 mereka dulu.hmmm"
6922,6922,Satpam legend sebelum era muklis yg sering di utangin temon 😂
6923,6923,"Inspirasi dari alm. Kasino juga... 😂😂😂.,.. Jual koran judulnya 1 org kena tipu... 2 orang kena tipu... 😂😅😂😅😂😅"
6924,6924,Sehat2 semua 🙏
6925,6925,pejuang seni... Nafasnya  adalah karya.. Salut... Om...
6926,6926,The Legendary ❤
6927,6927,K.H Imadudin
6928,6928,"Liat om indro , om boneng inget masa2 dulu  sllu jdi filem di tv untuk  haru lebaran"
6929,6929,"Hai Om Bonenggg❤❤ begitu legendnya nama Om,, sampe2 dulu ada dagang mie ayam keliling mirip sama Om, dan kita pelanggannya kasi nama Mi Boneng❤❤❤"
6930,6930,om boneng 😂 suka ngakak kalo lagi di WC umum gitu suka inget di bom kalo waktunya abis😂..ngakak kalo inget itu...masa iya di bom sih 😂😂 ngakak aja kalo inget itu😂
6931,6931,"Suka banget sama karya""  beliau. Sehat selalu jaya terus."
6932,6932,andai ada lebih banyak orang kaya beliau dinegri ini gw jamin bangsa ini bakal maju.
6933,6933,Sering liat om Boneng makan di warteg dan nongkrong di daerah kp. Buwek tambun Bekasi
6934,6934,"diding boneng, dorman borisman, mat solar, warkop angels, reunian kayaknya asik"
6935,6935,Idola
6936,6936,Di menit 06-07 tentang berita..JD inget kasino AP om idro..jualan koran dan gambar foto g pakek baju celana ternyata foto hewan2😂😂😂
6937,6937,Legend 80 an
6938,6938,"Yg ingin aku denger pemikiran om boneng sebenarnya, kalo om indro udh terlalu sering,""
🙏😁"
6939,6939,"Ketika SILATURAHMI terjaga dengan sangat amat baik sehingga Rezeki terus mengalir kepada yang menjaga Silaturahmi tersebut ❤

Salut deh buat pakde Boneng dan Pakde indro 🎉❤
Anak 90'an tersenyum kembali 😊"
6940,6940,❤❤❤
6941,6941,sehat2 ya om Indro dan om Boneng kalian yang menemani masa kecil kita .. terima kasih🙏🤲
6942,6942,"Jadi ingat adegan boneng jadi pelatih...pakai bom asli ,..ketawa ketiwi yg nonton 🤣🤣"
6943,6943,Legends
6944,6944,Lucu saat di warkop om boneng jadi pelatih satpam
6945,6945,"Salah satu musisi duo terbaik sokor, akmu comeback MV teaser 
https://youtu.be/5lSdJg1hAjQ

2023.08.21"
6946,6946,Paling ga bosen.nonton film film warkop jaman cuma di yutobe susah. Nonton warkop atau film film om Indro kasino Dono.  Padahal itu film paling lucu
6947,6947,mantabbbbbbbb
6948,6948,Om diding boneng nih ada onde onde 😁
6949,6949,"Iye ye om .. pada dipindahin kemana yak itu kang dagang .. ada langganan nasgor gila, enak bener .. 😂😂"
6950,6950,"Seniman sejati itu harus kritis bukan sebaliknya, faham kan???"
6951,6951,Om boneng jd penonton
6952,6952,39:26 ini baru Dwayne Jhonson kwwkw🤣. Reaksi om indro 😂🔥
6953,6953,"OM INDRO 95% NGOMONG teruss sampe HABIS. 
Kasian Si Om Boneng nya , padahal Gua nonton sampe habis mau DENGER CERITA OM BONENG."
6954,6954,"Ahmad Dhani join politik, jd Seniman bukan?"
6955,6955,"kesimpulannya hidup ini mudah sekali jika kita tahu kunci dari hidup itu sendiri
  kalo kata preman terkuat di bumi
""Hidup ya hidup  Apa takut  Mati, Tanam"""
6956,6956,om boneng suruh di PRO/KONTRA ???
6957,6957,Sayang gua gila berat klo engga gua yang di ajak🤣
6958,6958,Episode paling Gokil podcast om Deddy jadi ingat jaman SD suka nonton warkop😂
6959,6959,TIM jd berubah ngga seru gara2 di renov dibera yoh-anies
6960,6960,Harusnya undang bang ricky malau juga om
6961,6961,"Kadang pola pikir yang memang seniman susah untuk di terima nalar, walaupun terkadang secara sadar mau pun tidak sebenarnya kita pun mengalami hal tersebut. Salut pokok nya."
6962,6962,Bisa naik bisa turun Didi Boneng yg jadi satpam laker itu ngakak😂
6963,6963,"Seniman sejati
Rasa ikatan batinnya kuat, saling menolong walau sama sama lagi susah.
Mental orañg orang dulu memang luar biasa 👍"
6964,6964,"Jadi haus sinema elektronik yang sangat berkualitas. yang benar-benar proses produksinya berkualitas, tidak kejar tayang dan tidak serampangan..."
6965,6965,Sumpah ini gue kesel SMA om Boneng yang jadi satpam gadungan
6966,6966,"Hallo Pak tile Apa kabar ? Bokap sama nyokap kemana ?
Baik buangeeeet bokap loe !
(Om boneng)"
6967,6967,"Deddy Corbuzier x Deddy Mizwar habis ini kayaknya seru
biar om ded diarahin jalan mencari tuhan :V"
6968,6968,the real seniman hidup untuk berkarya👏👏👏
6969,6969,Dirgahayu Indonesiaku 🇮🇩🇮🇩 Tapi masih dijajah dengan pejabat yg sok  nasionalis padahal bull....... 🎉
6970,6970,boneng kok dikit bgt omongnya ya
6971,6971,Pak Boneng yg giginya mengkilap di tiap scene 👍
6972,6972,Scene jadi satpam merupakan paling epic
6973,6973,"Masyaallohh.. trimkasih om Deddy...om Deddy udah mengundang artis artis kawakan yang dulu kita masih kecil-kecil, beliau sangat tenar di film Susana.. semoga para artis jadul sehat selalu 🤲🤲🤲"
6974,6974,salah satu obrolan yang berisi ini..
6975,6975,Legend sehat terus ya...
6976,6976,Wah mntp om eps ter the best nih. Nostalgila 🙏💯🔥
6977,6977,"Pak Boneng mesti kalo akting bikin ngeselin dan demen banget di Warkop DKI 😂. Pas adegan jadi pelatih angkatan, muridnya selalu disiksa sama dia. Ternyata itu Boneng yang lepas dari RSJ, kalo yang asli pelatihnya itu ngaturnya halus dan tegas. Giginya yang kinclong cling itu yang jadi khasnya. 😂"
6978,6978,"Pengantar film pake motor.....film nya JANJI JONI
Nicholas Saputra"
6979,6979,Sehat terus pak boneng 🙏
6980,6980,Gue liat om boneng msh ketawa2😂😂 ingat dia jdi pelatih satpam ama tukang becak. Kocak banget. Lucunya msh berasa ampe skarang
6981,6981,MasyaAllah Para legend 😍😍😍😍😍😍
6982,6982,Onde2
6983,6983,luar biasa beliau beliau ini
6984,6984,Mantap 😂
6985,6985,Satpam laker... 😅
6986,6986,Om Dedy kapan undang aliando
6987,6987,Jooosss
6988,6988,"Dedy c. Kelihatan banget menghargai orang yg lebih tua. Respect om ded.
Om boneng. Om indro. Untuk alm. Om dono, om kasino dll para seniman jaman dulu. Trimakasih telah menghiasi masa2 dulu kami.  ❤❤❤❤"
6989,6989,"Satpam legend 😅
Sehat terus semuanya"
6990,6990,38:40 ngena ini.
6991,6991,It'S MY LIFE I AIN'T GONNA LIVE FOREVER I M JUST GONNA LIVE WHEN I AM ALIVE...THAT S THE WAY TO ENJOY LIVES.
6992,6992,Akhirnya bertemu 😂😂😂😂😂❤🎉
6993,6993,"Dua Aktor legend ,yg tdk ketigalan jaman selalu di ingat😊🤟"
6994,6994,Dulu ngedepanin kualitas sekarang kuantitas contoh sinetron indosiar wkwkwk
6995,6995,"Undang cewek cewek warkop om DED bareng om Indro dsb pasti seru deh.,"
6996,6996,"Sehat selalu om Boneng & semuanya ~ 
Anak 90an sangat mengalami nya"
6997,6997,Legend legend legend🙏🙏🙏
6998,6998,kenapa tiap om didin ngomong kerap kali dipotong om indro?
6999,6999,"Salute sama seniman 🙏🏽🙏🏽
RESPECT!!"
7000,7000,Keingat om Boneng jadi pelatih scurity 😅😅😅
7001,7001,"Beuuhhh auto nonton ini siihhh... kalo podcast ada Om Indro pasti seruu obrolannya apalagi ketambah Om Diding Boneng. 
Bener2 Beliau berdua ini the real Seniman!!"
7002,7002,"LEGEND ini 
Masya allah masih pada sehat"
7003,7003,"Assalamualaikum, terima kasih legenda lawak Indonesia yg telah menghiasi masa2 kecil kami😭, ingat waktu kecil nonton layar tancap Warkop dki tahun 90 an."
7004,7004,"boneng sampe temen saya dr dulu dipanggil boneng karena org nya mirip boneng lucu juga 😸
dengerin podcast ini sambil makan kue klepon sembari mengingat adegan bang boneng 😸😸😸

thanks warkop dki 🙏"
7005,7005,Masternya ONDE-ONDE...😃😃😃😃
7006,7006,Lihat om boneng ingat onde2 di warkop 😊
7007,7007,Emmg bner..warkop ada di dimensi berbeda...punya warna lain..
7008,7008,"Om indro ngambil terlalu banyak space buat ngomong, harusnya bagi bagi juga buat om boneng"
7009,7009,"Wah keren beut dah om dedd , bintang tamu kali ini , 2 legenda pelawak indonesia ... Sehat2 selalu Om indro dan Om Boneng... 👍👍👍👍"
7010,7010,Pak Ting 🙌
7011,7011,"Didin Boneng, the Legend, *ting kilapnya mana dari gigi 😂"
7012,7012,"kenapa bioskop kita sepi?
1, Terlalu mahal untuk menengah kebwah
2,  kurang variasi ,hantu mulu"
7013,7013,Terima kasih banyak para legenda komedi pada jaman saya kecil 🙏🙏🙏 hormat selalu
7014,7014,Baru liat thumbnail nya doang gw udah mewek liat mereka 😢
7015,7015,Baju hansipnya gak dipakai Om? 😂
7016,7016,"Makasih om Boneng atas segala apa yg pernah saya tonton di film dari semenjak saya kecil sampai ber umur 34 sampai sekarang, begitu berarti obrolan ini🙏🙏🙏🙏"
7017,7017,Satu kata... LEGEND
7018,7018,Podcast bikin haru 😢😢
7019,7019,Para legend yg menghibur masa kecil ku di tahun 80 - 90 an
7020,7020,Jadi inget adegan latian jadi security haha terus dibom
7021,7021,Kalo ada 1 lagi bintang tamu yg duduk podcast pemeran perempuan yg ada di warkop yg skrang sudah jadi politisi itu baka menarik lagi obrolannya .
7022,7022,Legend.. Membuat slalu tertawa dimasa kecil.. Terimakasih..
7023,7023,Pembahasan agak dark di awal awal 😂😂
7024,7024,Al fatihah buat kesehatan dan kebahagiaan mereka berdua ..semoga panjang umur ..Aamiin
7025,7025,2 seniman legend indonesia dipertemukan kembali 👏👏👏
7026,7026,Suka nonton warkop dki di tv maupun di portal medsos meskipun saya lahir 2000an tapi suka aja gitu dengan komedinya btw Dirgahayu republik Indonesia yg ke 78th untuk semua kawan kawan ku 🇮🇩
7027,7027,"Duo legend, anak '90 an pasti ingat, sehat2 y"
7028,7028,Wow seniman legenda tetap sehat om boneng ❤
7029,7029,"Lihat mereka berdua (Boneng dan Indro) ingat masa"" SD dulu, tiap libur sekolah setelah kenaikan kelas di tv pasti isinya film warkop😁😁😁"
7030,7030,Spesial hari kemerdekaan ❤
7031,7031,"ini yg dtunggu pelawak masa kecilku, selamat pagi, RAHAYU."
7032,7032,"DADANG DIDING....
SEHAT SELAKU OM BONENG,OM INDRO....🤲"
7033,7033,"Kalau boleh saran nih, yang setuju up ya, semoga dinotice sama mas Deddy.
Saran saya:
Kan ini podcast yah, bisa kah/adakah mekanisme agar podcastnya mas Deddy bisa didengarkan di YT Music?
Karena ada yg tidak premium di YT tp premium di YT music karena kesibukan jadi lebih ke audio tidak ke visualnya.
Tolong kalau memang bisa nih, supaya bisa dinikmati di YT Music, terima kasih 😊"
7034,7034,satpam yang muka nya kena ee kebo 🤣🤣🤣
7035,7035,Legenda komedian Indonesia semoga sehat selalu aamin terima kasih om ded
7036,7036,jos
7037,7037,😂😂😂 buat film lagi donk om...om indro ma om boneng...
7038,7038,luar biasa bang BONENG seorang seniman sejati  nga nyari kerja tapi terus berkarya
7039,7039,ingat masa kecilku 🥲
7040,7040,"Pak Boneng ternyata masih sehat, semoga bisa tampil di perfilman komedi lagi, kita pengen lihat aksi kocak pak Boneng"
7041,7041,om boneng ini legend banget 👍👍👍
7042,7042,"Sempat ngalamin tiket bioskop 200an. Begitu gedung bioskopnya kebakaran, bioskop pindah ke mall, htm nya jadi 4500-5000 😅"
7043,7043,Diding Boneng yg paling ingat itu waktu jadi satpam letker dan jadi perampok yg pura pura jadi polisi yg suka sama onde onde 😂
7044,7044,Berasa lg kuliah
7045,7045,Jadi pingin makan onde onde
7046,7046,Udh mager cucian numpuk eh liat iniiii makin makin deh meluk kasur guling😂
7047,7047,Masyallah Om Boneng.
7048,7048,THE LEGEND
7049,7049,Judul berita itu awal nya dr kasino om indroooooo....pas scene jual koran 😂😂😂😂
7050,7050,Om boneng dan warkop dki itu hiburan waktu aku masih sd .nontonya di kampug kayaknonton bioskop
7051,7051,"Paling ingat pakde boneng pas di film warkop yg jadi komandan satpam laker, sumpah smp sekarang walau diputar berulang ulang masih tetep ngakak. Sehat selalu legenda perfilman Indonesia....🙏"
7052,7052,Alhamdulillah Boneng masih sehat walafiat sehat sehat terus ya legennya pelawak Indonesia dan tetap semangat
7053,7053,"Wahuy 2 legenda komedi nih boss, SENGGOL DONG😎😎😎"
7054,7054,"Om ded undang teh Novi , bayinya diambil dinsos bantuin om ded"
7055,7055,Si dul om ded
7056,7056,Bakalan ada legend lagi gk yaa kedepannya untuk komedian 😄
7057,7057,Legend 🙏
7058,7058,Lihat ini keinget latihan satpam laker😂
7059,7059,Inget waktu Om Boneng jadi pelatih satpam😊😊😊
7060,7060,"lah sama sih w pikir om boneng udah ga ada, Alhamdulillah ternyata sehat²"
7061,7061,"pdhl tipuan seperti itu dipake jg pada komedi warkop, yg jualan Alm Kasino 
1 orang kena tipu, klo ada yg beli 
2 orang kena tipu wkwk"
7062,7062,Legend❤️
7063,7063,"Mantapp om, obrolan sederhana tp nambah wawasan dan nostalgia"
7064,7064,Apakah lawakan lawas dengan pembawa podcast yang seperti kong boneng dan om Indro masih bs di terima di masyarakat kalangan muda era 2023 ? Boleh di coba tuh tayang beberapa episode hehehe
7065,7065,Akhirnya yang ditunggu datang juga dua orang ini 😁
7066,7066,Tongkrongan era 80 90an emang lebih kuat kekeluargaannya. 😊
7067,7067,"Om diding ng,,, ngomong ngomong ni,,!!!!!"
7068,7068,LEGEND ❤
7069,7069,Di sebelah boneng ..pakde indro kembali terlihat muda 😆😆
7070,7070,"Om...Ded Bikinin Acara Temu Kangen Untuk Pemain Warkop karna Tinggal Pak dhe  Indro dan Mbah Boneng  ni Legendaris banget dari aku kecil  dah Liat mereka acting,
Lumayan Buat Ngibur  waktu kosong,,,,biar Ada jejak digital mereka ....Karna Kalau Liat Warkop film lama,,,,Sekarang Pak Dhe Indro hanya Sendiri Buat Lah Acara apa Buat Kenang kenangan . Karna Dari kecil Dh melekat Tu Mbah Boneng 😂😂😂😂😂😂😂😂 
sehat Trus Pk dhe ma Mbah Boneng,,,,,Panjang umur biar tetap bisa Ngibur Kita semua🤲🤲🤲"
7071,7071,Alhamdulilah artis senior Boneng dari sekian artis senior yg masih sehat dan panjang umur amiin
7072,7072,Deddy mungkin baru msuk islam baru belajar makna ikhlas sesungguhnya tawakal dan berusaha dengan benar benar apa yang kita bisa buat selama itu baik untuk kita dan sekitar kita 😢
7073,7073,ya ampun aku baru tahu namanya boneng to
7074,7074,Om kepala satpam dan om calon satpam yg terbully😂
7075,7075,Legend Indonesia❤
7076,7076,Kembaran boneng waktu itu ngakak
7077,7077,Saya taunya beliau penjahatnya dono kasino indro..
7078,7078,"Jadi Keinget Om Episode PAK DE INDRO di HITAM PUTIH. 
INDRO WARKOP DKI  ""Seorang seniman adalah orang paling jujur  malah , BENAR Atau SALAH ! BUKAN MENANG ATAU KALAH""
Doc.HITAM PUTIH TRANS7 (03/03/18) 3-4"
7079,7079,"pa boneng ini ikonik bgt, saya bukan lahiran 80 90an tp waktu kecil ikutin di tv / vcd, ga pernah lupa sama maling onde2 sama jadi instruktur gadungan sampai saat ini rewatch ttp kocak 😅🤣"
7080,7080,Sehat selalu om boneng om indro ini seniman yg selalu bicara realita dan fakta tinggak ikhlas dan bersyukur nya gak bisa di ukur dengan apapun sehat sehat om
7081,7081,Keren legenda...beliau2 yang selalu menemaniku waktu saat saya masih kecil meningkat remaja dan sampai sekarang ternyata msih eksis....Semoga panjang umur untuk beliau berdua..Aamiin
7082,7082,"Om Ded, bikin asosiasi atau sarana atau fasilitas untuk para seniman tua dong. Bantuin cari target pasar dll.
Tolong bantu like biar up biar dibaca om ded."
7083,7083,Satpam legend🫡
7084,7084,Setiap liat om Indro dan om Didin Boneng pasti vibesnya hari lebaran pertama kenyang abis makan opor sambil nonton film warkop di tv tabung .... Ohhhhh .... Indahnya saat itu ❤
7085,7085,Jdi inget adegan sekolah satpam abis semua di hantem om boneng..😁😁😁
7086,7086,47:07 merinding saya...
7087,7087,"Jaman masih SD ..alm.ayah suka bawa anak2nya nonton bioskop indro,dono,kasino..selain itu gk boleh nonton"
7088,7088,"Daftar satpam ganti baju, ada waktu,telat dikit  kena ledakan bom..... 😂😂😂"
7089,7089,"Taiwan 🇹🇼selalu setia hadir buat channel yang penuh inspirasi podcast x ini is the best bismillah semoga sehat selalu semuanya,, Alhamdulillah bisa ngundang ngobrol sama idolaku"" jadul Om Indro dan om Boneng keren"" hebat luar biasa 👍🙏🎉❤️"
7090,7090,"Biasa abis di undang om dedy.
Pasti ada yg di panggill."
7091,7091,"Ni bru legennd2,flm ni."
7092,7092,"sehat terus om Indro om Boneng, saya lagi sekolah film, salah satu mimpi saya untuk bekerjasama sama kalian yang saya tonton sejak kecil..."
7093,7093,"*BISA DONG OM DEDDY UNDANG PEMERAN SI UNYIL, YUK DUKUNG YUK*"
7094,7094,Wahhh masih hidup aehat sehat om boneng
7095,7095,"Keingat dulu kalau ada om Boneng pasti ada ""thiiinnggg!!!""gitu😅"
7096,7096,"Dulu zaman SD ngapalin singkatan-singkatan seperti sinetron ini, dan baru kali ini tahu sejarahnya sinetron."
7097,7097,dr boneng😅
7098,7098,legenda seniman di Indonesia sehat selalu om Indro om Boneng ❤ semoga kalian selalu dilindungi oleh Allah SWT dan kita generasi muda semoga di beri ilmu dan bisa memajukan Indonesia Dimata dunia
7099,7099,"Om dedy bahas mengenai hukuman mati sambo yang dicancel dong, kenapa hal itu bisa terjadi, dan apakah itu sesui dengan aturan yang berlaku"
7100,7100,Di film pasti musuhan 🤣
7101,7101,"AADC tuh awal film Indonesia bangkit lagi, karena bertema remaja dan dibintangi para pendatang baru saat itu."
7102,7102,onde onde
7103,7103,Baru 45menit di Upload sudah hampir 110Ribu yang Nonton 😢😮😮
7104,7104,"Klepon + hansip legend😅...   Yang paling Melekat pda om Boneng...
Sehat selalu  idolaku...❤❤"
7105,7105,legend...
7106,7106,ONDE-ONDE
7107,7107,"Om Boneng adalah pemain warkop paling nyebelin kala itu,  sehat2 selalu om Boneng,  terbaik 😍"
7108,7108,"selalu yg saya inget dari om boneng adalah ""mana onde onde saya?"" sehat selalu om boneng dan om indro."
7109,7109,"Sehat selalu om dedy ,udah menampil kan orang yg bikin ketawa masa2 kecil saya"
7110,7110,Pahlawan TAWA masa kecilku akhirnya kumpul kembali
7111,7111,Inget dulu kek Boneng jadi hansip😂
7112,7112,"Gak nyangka bisa lihat Om Boneng lagi.
Semoga sehat terus om Boneng dan om Indro.
Aamiin 👍"
7113,7113,Onde onde😂😂😂😂❤❤❤❤
7114,7114,2 legenda
7115,7115,"Aki Boneng, pangling euy. Sehat-sehat Aki boneng, Pakde Indro. Semoga senantiasa dalam Lindungan Allah..

Terimakasih Om Ded dan Tim"
7116,7116,Mantap dan keren OM DEDDY
7117,7117,sumpah gw jg nguranya udh meninggal 😮
7118,7118,"Om Indro, kasih dong kesempatan Om Boneng Bicara, kalau Om indro penonton udah tau prestasi dan sejarahnya. tapi kalau Om Boneng penonton masih minim info..."
7119,7119,Bang Diding memamg seniman Asli.. Salutt
7120,7120,"Gua Belon cebok,😂😂!!
Nostalgia banget pak Diding, salah 1 kalimat legendaris waktu diangkut petugas RSJ pas lagi boker.."
7121,7121,Waaaahhhhh..gileeeeeeeee.....legend komedi indonesia....paling inget wktu film apa ya...bang diding boneng punya kembaran jdi pelatih satpam...tpi 1 nya gila..😂😂😂..ngakak sumpah
7122,7122,"gw inget om boneng di film warkop dki judulnya lupa aturan main, tapi inget perannya jadi pencuri malah ngomong : ""yang penting lu ikhlas redo jadi daging buat gw"" 🤣🤣🤣"
7123,7123,Malah nostalgia
7124,7124,inget onde onde😭😭😭😇🙏😊
7125,7125,"Pak Tiiiiinnngg, sehat ya pak🤲"
7126,7126,menit 5 kocak
7127,7127,"Seniman sejati terlihat dari karyanya yang selalu diingat dari masa ke masa.
Adegan satpam laker dan onde² benar² melekat di kepala saya sampai saat ini.
Sehat² Pak Boneng."
7128,7128,Ingat seleksi satpam laker
7129,7129,Undang kru² warkop Omm😢
7130,7130,Terima kasih atas waktu dan atas karyanya untuk masa kecil kami
7131,7131,2 legendaris lawak maksih om indro & kong boneng
7132,7132,"Nah ini kayaknya om ded
Yang nyatuin pakde sama om boneng
Dalam satu frame"
7133,7133,Om indro keliatan banget rindunya ama sahabatnya 🤗. Semoga mereka selalu sehat
7134,7134,iya aky pikir juga beliay udah meninggal. trnyata panjang umur
7135,7135,Hanyut dalam obrolan mereka ❤❤❤❤
7136,7136,Jadi ingat jadi pelatih satpam...sampai pasang bom...itu luar biasa
7137,7137,"17an + nonton 2 legends.
Legends never die 🇮🇩"
7138,7138,Dulu saat lihat peran antagonis om Boneng aku benci banget sama om Boneng..Krn jahat .tp skrng br menyadari bhw beliau sungguh2 seniman sejati..yg bisa membawakan peran mampu mengaduk emosi penonton dgn peran jahatnya ..sehat sll om Boneng & om Indro ..
7139,7139,Legend ❤ seniman terbaik ❤
7140,7140,"Ini podcast cocoknya ganti nama. 
""NGOBROLAN WARUNG NGOPI""
Semua problematika bisa dibicarakan disini. Politik, ekonomi, sosial, hukum, agama,seni, budaya sampai yang viral/trending bisa.
Ayo Ganti Nama..... RUMAH KITA SENDIRI"
7141,7141,"legend,,,alm. pak tile sama om alm. benyamin dan masih banyak🎉"
7142,7142,waaaah ini pertemuan yang aku tunggu2
7143,7143,"Akting Om Boneng , keren bgt di KKN desa penari .."
7144,7144,"Kalo inget boneng jadi inget ""onde onde"" padahal kan itu klepon"
7145,7145,Bikin karya dong om @dedy bareng om indro dan om beneng
7146,7146,Om dedy kalow g salah belum ngundang s rano karno s dol iy
7147,7147,Main gelepak gelepok ajaaa
7148,7148,Ini DANRU yang paling ditakutin😂😂😂😂😂😂😂😂
7149,7149,Legend indonesia
7150,7150,Legend❤❤
7151,7151,"Njir kangen yg satpam Lakers yg dono,kasino,indro di ospek om boneng 😂😂"
7152,7152,LEGEN PARAH SIH INI terimaksih om boneng om indro menghibur masa kecil saya dengan komedi berkwalitas ❤
7153,7153,"akhirnya Om Boneng...satpsm laker
semoga aja Bang Iwan Fals bisa berkunjung"
7154,7154,Seriuss ini konten paling w tunggu  dan bermutu om😀
7155,7155,Onde onde
7156,7156,Dou legends terbaik
7157,7157,Panjang Umur 2 komedian legenda masa kecilku ❤
7158,7158,"Panggilan kecil saya juga boneng,  karena kembar dipanggil boneng n bongkes 😁"
7159,7159,"salah.... yg awal² dulu mulai adalah kasino....

"" koram...koran...koran.....satu orang tentara kena tipu... """
7160,7160,"jadi keinget om indro di film warkop yg lagi jual foto bugil di depan gambir, yg dijual foto zebra, singa, harimau wkakkakaka"
7161,7161,Anjayy... Legend ini pak Boneng. Namanya banyak di pake sampe sekarang buat panggilan di tongkrongan
7162,7162,"Jl. Borobudur belakang komplek sekolah kenari Salemba, pas jaman SD pernah ketemu om Indro nya"
7163,7163,"Om Diding Boneng ( Pak Ting ) adalah salah satu legenda komedian yang namanya terangkat lewat layar lebar komedi bersama WARKOP DKI. Peran beliau tidak terlalu banyak tetapi bisa bikin hidup suasana komedi Warkop. Dibayang bayang nama besar legenda kommesi Warkop beliau bisa tampil dengan sangat bagus.
Terimakasih om Boneng yanh yang sudah menghibur kami di masa itu, semoga sehat selalu. Buat pakdhe Indro Warkop karya karya anda gak akan tergantikan....."
7164,7164,"Sudah pda sepuh,,, waktu bgitu singkt tau''dan tau"""
7165,7165,Pelatih para satpam dan saudara kembarnya 😂
7166,7166,Opa Boneng ini emang Legend.......tips panjang umurnya dalem sekali....
7167,7167,"kebanyakan Indro yg ngomong , Kasian Om Boneng mau ngomong di Potong terus. Bagi lah porsi ngomong nya biar imbang !!!"
7168,7168,Gile lu ndro
7169,7169,Kamu orang tua ngelawan. Dasar gak tau diri
7170,7170,Sehat selalu buat semuanya aminnn
7171,7171,"pkde2 terimakasih sudah mewarnai hari kecil ku ,meskipun harus rebutan sama yg punya TV🎉 sehat selalu panjang umur pakde2 hebat..."
7172,7172,Sombong amat
7173,7173,"Jaman skrng gak jaman cupang di leher, tp d ketek (boneng)"
7174,7174,The legend akhirnya hadir terimakasih mas Dedy ❤👍👍
7175,7175,38:45 anjit om indro w nangissss
7176,7176,"ya Allah paling inget om boneng difilm DKI ""ini makanan kesukaan saya onde onde""😂"
7177,7177,inget boneng inget kue klepon 😂😂
7178,7178,"Makasih om ded....,Menit 31.25 merinding gue...begitu totalitasnya beliau2 mengabdi di dunia seni...Salam hormat om Indro, om boneng"
7179,7179,Legend 🔥🔥🔥🔥🔥
7180,7180,Aku nangis loh liat om Boneng sama om Indro..anak 80/90an pasti kangen sama beliau karya yg luar biasa...sehat² om❤❤
7181,7181,Legend
7182,7182,This is real seniman🎉🎉terima ksh om indro dan om boneng masa kecil saya berwarna karena mereka 😊jasa anda luarbiasa.
7183,7183,"real urban legend, BONENG SI 11 NYAWA"
7184,7184,sungguh 3 generasi yg luar biasa generasi yg mengetahui Industri pertelevisian pertama di indo generasi setelahnya atau pertengahan tentang industri tv/flm dan generasi yg tau industri flm dan tv sekarang👍🏻👍🏻👍🏻
7185,7185,"Tanpa memandang berhasil atau tidak. Harga diri seseorang adalah usaha (karya) nya. Kerja, kerja, kerja."
7186,7186,sang legend komedi 90 an. ni boss...😅
7187,7187,"I love u full om Boneng,onde22😂😂"
7188,7188,Ya Alloh bisa bisanya telat nonton 37 menit
7189,7189,"Rasanya.....diajak nostalgia sama tayangan ini. Om Indro jdi transletter yg baik nih. Trims Om Dedy, tayangan ini salah satu kado HUT ke-78 RI yg indah 💌🤓"
7190,7190,"sepertinya konten dan pembahsan seperti ini bisa di jadikan segmen utama di close the door om ded, sy pribadi merasa butuh u/ pedoman dan tuntunan di era serba instan ini. krn dgn kecerdasan om ded sy selalu melihat sisi yg sangat berbeda.❤"
7191,7191,Alhamdulillah om Boneng..sehat terus ..hiburan ku waktu libur sekolah...
7192,7192,sehat selalu untuk para legenda seniman.bangga rasa nya pernah merasakan hiburan masa masa kecil kami.
7193,7193,"om dedi ,lebih sering2 lg undang legend Indonesia👍"
7194,7194,MERDEKA..!!!!!!🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩
7195,7195,Gue nton mereka dr tahun 1989
7196,7196,satpam bergigi emas :D
7197,7197,Andai masih ada alm. Dono dan alm. Kasino
7198,7198,"Ya Tuhan, pak Boneng masih sehat ya?? bangga banget sm komedian 2 ini, sehat selalu ya bapak2.. saya selalu membandingkan negri ini dengan negri lain kenapa? pemerintahan negri ini tidak melihat potensi seniman2 sndri tidak ada yang backup, contoh korea, kenapa skrang drama filem mereka sudah go internasional dikarenakan pemerintahnya mendukung penuh seniman2 mereka.. sedih melihat orang2 seni gak punya tempat untuk explore, nanti klo sudah terkenal di dunia baru di bangga2kan punya negri ini, sangat lucu"
7199,7199,Boneng lucu banget waktu jadi peran kan komandan yg lari dari RSJ 😂😂😂
